id,category,vec
7617,9,"[ 38.   7.   9. ...,   0.   0.   0.]"
7618,1,"[ 11.  10.   5. ...,   0.   0.   0.]"
7619,8,"[ 36.   4.   8. ...,   0.   0.   0.]"
7620,9,"[ 7.  0.  4. ...,  0.  0.  0.]"
7621,8,"[ 5.  0.  2. ...,  0.  0.  0.]"
7622,5,"[ 52.  29.  19. ...,   0.   0.   0.]"
7623,10,"[ 65.  28.  16. ...,   0.   0.   0.]"
7624,3,"[ 17.   4.   7. ...,   0.   0.   0.]"
7625,7,"[ 27.   5.   6. ...,   0.   0.   0.]"
7626,2,"[ 32.  16.   8. ...,   0.   0.   0.]"
7627,7,"[ 24.  12.  10. ...,   0.   0.   0.]"
7628,7,"[ 22.  12.  13. ...,   0.   0.   0.]"
7629,4,"[ 30.  13.  13. ...,   0.   0.   0.]"
7630,10,"[ 24.   8.   6. ...,   0.   0.   0.]"
7631,7,"[ 24.   6.   7. ...,   0.   0.   0.]"
7632,9,"[ 52.   8.  11. ...,   0.   0.   0.]"
7633,9,"[ 35.  19.   7. ...,   0.   0.   0.]"
7634,5,"[ 24.  13.   7. ...,   0.   0.   0.]"
7635,5,"[ 20.   6.   5. ...,   0.   0.   0.]"
7636,4,"[ 27.  11.  11. ...,   0.   0.   0.]"
7637,8,"[ 22.   5.   4. ...,   0.   0.   0.]"
7638,2,"[ 52.  15.  18. ...,   0.   0.   0.]"
7639,5,"[ 40.  17.  13. ...,   0.   0.   0.]"
7640,4,"[ 41.   3.  14. ...,   1.   0.   0.]"
7641,4,"[ 31.   5.  11. ...,   0.   0.   0.]"
7642,4,"[ 33.   7.  11. ...,   0.   0.   0.]"
7643,2,"[ 18.   9.  21. ...,   0.   0.   0.]"
7644,4,"[ 19.   4.   4. ...,   0.   0.   0.]"
7645,2,"[ 45.  12.  13. ...,   0.   0.   0.]"
7646,3,"[ 9.  0.  4. ...,  0.  0.  0.]"
7647,4,"[ 31.  14.   8. ...,   0.   0.   0.]"
7648,3,"[ 23.   5.  11. ...,   0.   0.   0.]"
7649,3,"[ 33.  17.   8. ...,   0.   0.   0.]"
7650,2,"[ 32.  14.  11. ...,   0.   0.   0.]"
7651,4,"[ 25.   6.   8. ...,   0.   0.   0.]"
7652,10,"[ 2.  1.  1. ...,  0.  0.  0.]"
7653,8,"[ 22.   1.   5. ...,   0.   0.   0.]"
7654,4,"[ 54.   3.  15. ...,   0.   0.   0.]"
7655,6,"[ 17.   8.  10. ...,   0.   0.   0.]"
7656,4,"[ 47.   8.  12. ...,   0.   0.   0.]"
7657,6,"[ 18.  26.  17. ...,   0.   0.   0.]"
7658,10,"[ 49.  29.  15. ...,   0.   0.   0.]"
7659,4,"[ 47.  12.  12. ...,   0.   0.   0.]"
7660,1,"[ 6.  6.  2. ...,  0.  0.  0.]"
7661,8,"[ 33.  11.   7. ...,   0.   0.   0.]"
7662,10,"[ 80.  43.  18. ...,   0.   0.   0.]"
7663,6,"[ 30.   8.  13. ...,   0.   0.   0.]"
7664,2,"[ 44.  16.   8. ...,   0.   0.   0.]"
7665,10,"[ 8.  5.  1. ...,  0.  0.  0.]"
7666,8,"[ 9.  4.  5. ...,  0.  0.  0.]"
7667,3,"[ 18.   3.   3. ...,   0.   0.   0.]"
7668,8,"[ 6.  2.  2. ...,  0.  0.  0.]"
7669,5,"[ 26.   3.   9. ...,   0.   0.   0.]"
7670,6,"[ 34.  20.  17. ...,   0.   0.   0.]"
7671,5,"[ 8.  1.  1. ...,  0.  0.  0.]"
7672,10,"[ 41.  18.  13. ...,   0.   0.   0.]"
7673,10,"[ 33.  20.  15. ...,   0.   0.   0.]"
7674,5,"[ 36.  12.   8. ...,   0.   0.   0.]"
7675,5,"[ 28.  15.   8. ...,   0.   0.   0.]"
7676,1,"[ 29.   4.  10. ...,   0.   0.   0.]"
7677,1,"[ 12.   3.   5. ...,   0.   0.   0.]"
7678,5,"[ 27.   6.   9. ...,   0.   0.   0.]"
7679,8,"[ 14.   1.   6. ...,   0.   0.   0.]"
7680,1,"[ 42.  12.  13. ...,   0.   0.   0.]"
7681,9,"[ 37.  10.  14. ...,   0.   0.   0.]"
7682,8,"[ 23.   3.   8. ...,   0.   0.   0.]"
7683,4,"[ 37.   3.  10. ...,   0.   0.   0.]"
7684,2,"[ 50.  15.  12. ...,   0.   0.   0.]"
7685,9,"[ 33.   8.   7. ...,   0.   0.   0.]"
7686,7,"[ 30.  10.   7. ...,   0.   0.   0.]"
7687,3,"[ 20.   9.   5. ...,   0.   0.   0.]"
7688,1,"[ 27.   6.  12. ...,   0.   0.   0.]"
7689,8,"[ 29.  11.   7. ...,   0.   0.   0.]"
7690,3,"[ 26.   5.   7. ...,   0.   0.   0.]"
7691,7,"[ 15.   0.   5. ...,   0.   0.   0.]"
7692,3,"[ 7.  2.  3. ...,  0.  0.  0.]"
7693,9,"[ 27.   5.   6. ...,   0.   0.   0.]"
7694,3,"[ 28.   5.   8. ...,   0.   0.   0.]"
7695,2,"[ 39.   9.  10. ...,   0.   0.   0.]"
7696,7,"[ 31.   9.   6. ...,   0.   0.   0.]"
7697,4,"[ 31.   7.  11. ...,   0.   0.   0.]"
7698,5,"[ 12.   2.   3. ...,   0.   0.   0.]"
7699,5,"[ 22.   6.  10. ...,   0.   0.   0.]"
7700,4,"[ 56.  17.  12. ...,   0.   0.   0.]"
7701,4,"[ 48.  11.  14. ...,   0.   0.   0.]"
7702,3,"[ 5.  2.  1. ...,  0.  0.  0.]"
7703,3,"[ 36.  14.   7. ...,   0.   0.   0.]"
7704,5,"[ 13.   2.   5. ...,   0.   0.   0.]"
7705,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
7706,3,"[ 39.   5.  11. ...,   0.   0.   0.]"
7707,2,"[ 30.   9.   9. ...,   0.   0.   0.]"
7708,3,"[ 28.   5.   6. ...,   0.   0.   0.]"
7709,6,"[ 18.   8.   7. ...,   0.   0.   0.]"
7710,5,"[ 3.  2.  1. ...,  0.  0.  0.]"
7711,5,"[ 27.  16.   7. ...,   0.   0.   0.]"
7712,10,"[ 7.  3.  1. ...,  0.  0.  0.]"
7713,1,"[ 10.   2.   4. ...,   0.   0.   0.]"
7714,1,"[ 39.  19.  10. ...,   0.   0.   0.]"
7715,5,"[ 32.  13.   9. ...,   0.   0.   0.]"
7716,10,"[ 22.   1.  17. ...,   0.   0.   0.]"
7717,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
7718,7,"[ 22.  10.  13. ...,   0.   0.   0.]"
7719,1,"[ 28.  10.   8. ...,   0.   0.   0.]"
7720,6,"[ 56.  26.  16. ...,   4.   0.   0.]"
7721,3,"[ 35.   9.  12. ...,   0.   0.   0.]"
7722,7,"[ 34.   6.  11. ...,   0.   0.   0.]"
7723,7,"[ 39.  22.  15. ...,   0.   0.   0.]"
7724,5,"[ 45.  16.  17. ...,   0.   0.   0.]"
7725,3,"[ 42.  15.   8. ...,   0.   0.   0.]"
7726,5,"[ 32.  10.  11. ...,   0.   0.   0.]"
7727,1,"[ 39.  12.  11. ...,   0.   0.   0.]"
7728,7,"[ 25.   4.   8. ...,   0.   0.   0.]"
7729,2,"[ 12.   2.   3. ...,   0.   0.   0.]"
7730,8,"[ 13.   7.   3. ...,   0.   0.   0.]"
7731,8,"[ 4.  1.  1. ...,  0.  0.  0.]"
7732,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
7733,1,"[ 29.  19.   9. ...,   0.   0.   0.]"
7734,3,"[ 23.   7.   6. ...,   0.   0.   0.]"
7735,10,"[ 25.   9.   8. ...,   0.   0.   0.]"
7736,7,"[ 34.   5.   7. ...,   0.   0.   0.]"
7737,9,"[ 17.   9.  13. ...,   0.   0.   0.]"
7738,10,"[ 20.  12.  10. ...,   0.   0.   0.]"
7739,7,"[ 44.   2.   7. ...,   0.   0.   0.]"
7740,2,"[ 31.  11.  10. ...,   0.   0.   0.]"
7741,10,"[ 24.  10.   9. ...,   0.   0.   0.]"
7742,9,"[ 35.  25.  12. ...,   0.   0.   0.]"
7743,7,"[ 45.   6.   9. ...,   0.   0.   0.]"
7744,1,"[ 27.   6.   8. ...,   0.   0.   0.]"
7745,7,"[ 31.   5.  12. ...,   0.   0.   0.]"
7746,7,"[ 38.  11.  13. ...,   0.   0.   0.]"
7747,10,"[ 3.  2.  2. ...,  0.  0.  0.]"
7748,10,"[ 23.  12.   7. ...,   0.   0.   0.]"
7749,9,"[ 2.  0.  0. ...,  0.  0.  0.]"
7750,4,"[ 17.   6.   6. ...,   0.   0.   0.]"
7751,10,"[ 0.  2.  1. ...,  0.  0.  0.]"
7752,3,"[ 17.   2.   6. ...,   0.   0.   0.]"
7753,4,"[ 28.   5.   9. ...,   0.   0.   0.]"
7754,6,"[ 16.   8.   6. ...,   0.   0.   0.]"
7755,2,"[ 43.   5.  12. ...,   0.   0.   0.]"
7756,2,"[ 43.   5.  15. ...,   0.   0.   0.]"
7757,8,"[ 16.   0.   6. ...,   0.   0.   0.]"
7758,8,"[ 2.  0.  1. ...,  0.  0.  0.]"
7759,5,"[ 28.   7.   6. ...,   0.   0.   0.]"
7760,3,"[ 28.   4.  14. ...,   0.   0.   0.]"
7761,9,"[ 31.   4.   6. ...,   0.   0.   0.]"
7762,2,"[ 22.   1.   5. ...,   0.   0.   0.]"
7763,1,"[ 34.   4.   8. ...,   0.   0.   0.]"
7764,10,"[ 29.  12.  10. ...,   0.   0.   0.]"
7765,7,"[ 46.   6.  12. ...,   0.   0.   0.]"
7766,1,"[ 48.   9.  11. ...,   0.   0.   0.]"
7767,3,"[ 29.   5.   6. ...,   0.   0.   0.]"
7768,9,"[ 25.   5.  11. ...,   0.   0.   0.]"
7769,2,"[ 38.   4.   7. ...,   0.   0.   0.]"
7770,5,"[ 15.   4.   7. ...,   0.   0.   0.]"
7771,3,"[ 33.   3.   8. ...,   0.   0.   0.]"
7772,7,"[ 36.  13.  10. ...,   0.   0.   0.]"
7773,6,"[ 28.  10.   7. ...,   0.   0.   0.]"
7774,1,"[ 12.   1.   3. ...,   0.   0.   0.]"
7775,3,"[ 23.   9.  11. ...,   0.   0.   0.]"
7776,10,"[ 2.  0.  0. ...,  0.  0.  0.]"
7777,1,"[ 40.  15.   8. ...,   0.   0.   0.]"
7778,4,"[ 37.   2.   9. ...,   0.   0.   0.]"
7779,4,"[ 28.  18.   7. ...,   0.   0.   0.]"
7780,7,"[ 31.   0.   7. ...,   0.   0.   0.]"
7781,5,"[ 16.   2.   6. ...,   0.   0.   0.]"
7782,4,"[ 26.   8.   9. ...,   0.   0.   0.]"
7783,6,"[ 10.   4.   5. ...,   0.   0.   0.]"
7784,8,"[ 24.   9.   8. ...,   0.   0.   0.]"
7785,1,"[ 45.  14.  12. ...,   0.   0.   0.]"
7786,8,"[ 38.  21.  14. ...,   0.   0.   0.]"
7787,2,"[ 23.   5.   6. ...,   0.   0.   0.]"
7788,2,"[ 44.   6.  14. ...,   0.   0.   0.]"
7789,5,"[ 40.  16.  13. ...,   0.   0.   0.]"
7790,3,"[ 31.  11.   6. ...,   0.   0.   0.]"
7791,8,"[ 36.   9.  10. ...,   0.   0.   0.]"
7792,6,"[ 23.  12.  12. ...,   0.   0.   0.]"
7793,4,"[ 46.   8.   7. ...,   0.   0.   0.]"
7794,9,"[ 31.  12.   6. ...,   0.   0.   0.]"
7795,7,"[ 34.   1.  11. ...,   0.   0.   0.]"
7796,9,"[ 41.   6.  10. ...,   0.   0.   0.]"
7797,1,"[ 30.   4.  10. ...,   0.   0.   0.]"
7798,4,"[ 40.   8.   4. ...,   0.   0.   0.]"
7799,10,"[ 84.  37.  52. ...,   0.   0.   0.]"
7800,9,"[ 42.  17.  12. ...,   0.   0.   0.]"
7801,7,"[ 26.   8.  11. ...,   0.   0.   0.]"
7802,10,"[ 26.   9.   5. ...,   0.   0.   0.]"
7803,4,"[ 26.   3.   9. ...,   0.   0.   0.]"
7804,2,"[ 3.  1.  1. ...,  0.  0.  0.]"
7805,9,"[ 27.  11.   8. ...,   0.   0.   0.]"
7806,4,"[ 20.   5.   4. ...,   0.   0.   0.]"
7807,9,"[ 4.  5.  4. ...,  0.  0.  0.]"
7808,7,"[ 39.   3.  13. ...,   0.   0.   0.]"
7809,5,"[ 2.  1.  1. ...,  0.  0.  0.]"
7810,4,"[ 52.   8.  11. ...,   0.   0.   0.]"
7811,5,"[ 14.   4.   3. ...,   0.   0.   0.]"
7812,10,"[ 6.  1.  2. ...,  0.  0.  0.]"
7813,6,"[ 18.  13.  11. ...,   0.   0.   0.]"
7814,10,"[ 5.  1.  1. ...,  0.  0.  0.]"
7815,1,"[ 9.  1.  2. ...,  0.  0.  0.]"
7816,4,"[ 37.  14.  13. ...,   0.   0.   0.]"
7817,2,"[ 12.   6.   2. ...,   0.   0.   0.]"
7818,2,"[ 25.   4.   8. ...,   0.   0.   0.]"
7819,2,"[ 21.   9.   4. ...,   0.   0.   0.]"
7820,10,"[ 55.   7.  18. ...,   0.   0.   0.]"
7821,6,"[ 21.   6.  10. ...,   0.   0.   0.]"
7822,4,"[ 31.   2.   8. ...,   0.   0.   0.]"
7823,6,"[ 23.  14.  10. ...,   0.   0.   0.]"
7824,6,"[ 14.   5.   8. ...,   0.   0.   0.]"
7825,3,"[ 23.   2.   5. ...,   0.   0.   0.]"
7826,3,"[ 4.  1.  2. ...,  0.  0.  0.]"
7827,1,"[ 32.  12.   8. ...,   0.   0.   0.]"
7828,4,"[ 47.   7.   9. ...,   0.   0.   0.]"
7829,8,"[ 37.   6.   7. ...,   0.   0.   0.]"
7830,10,"[ 59.  49.  26. ...,   0.   0.   0.]"
7831,8,"[ 51.   7.  11. ...,   0.   0.   0.]"
7832,6,"[ 32.   8.  15. ...,   0.   0.   0.]"
7833,5,"[ 18.   7.   6. ...,   0.   0.   0.]"
7834,8,"[ 30.  32.  19. ...,   0.   0.   0.]"
7835,3,"[ 35.   7.   9. ...,   0.   0.   0.]"
7836,3,"[ 8.  4.  5. ...,  0.  0.  0.]"
7837,10,"[ 4.  0.  2. ...,  0.  0.  0.]"
7838,5,"[ 6.  3.  3. ...,  0.  0.  0.]"
7839,8,"[ 5.  2.  1. ...,  0.  0.  0.]"
7840,4,"[ 44.   6.   7. ...,   0.   0.   0.]"
7841,10,"[ 52.  12.  16. ...,   0.   0.   0.]"
7842,7,"[ 25.  14.   8. ...,   0.   1.   0.]"
7843,6,"[ 2.  5.  3. ...,  0.  0.  0.]"
7844,4,"[ 12.   5.   5. ...,   0.   0.   0.]"
7845,7,"[ 27.  12.   8. ...,   0.   0.   0.]"
7846,5,"[ 38.  31.  15. ...,   1.   0.   0.]"
7847,2,"[ 28.   6.   7. ...,   0.   0.   0.]"
7848,10,"[ 53.  15.  10. ...,   0.   0.   0.]"
7849,7,"[ 34.  10.  12. ...,   0.   0.   0.]"
7850,8,"[ 26.   3.   9. ...,   0.   0.   0.]"
7851,4,"[ 36.  11.  10. ...,   0.   0.   0.]"
7852,2,"[ 29.   8.   4. ...,   0.   0.   0.]"
7853,3,"[ 21.  18.  11. ...,   0.   0.   0.]"
7854,5,"[ 27.  10.  11. ...,   0.   0.   0.]"
7855,3,"[ 40.  19.   8. ...,   0.   0.   0.]"
7856,3,"[ 10.   2.   3. ...,   0.   0.   0.]"
7857,1,"[ 63.  58.  20. ...,   0.   0.   0.]"
7858,6,"[ 37.  21.  19. ...,   0.   0.   0.]"
7859,2,"[ 62.  20.  19. ...,   0.   0.   0.]"
7860,4,"[ 15.   8.   4. ...,   0.   0.   0.]"
7861,4,"[ 45.   6.  14. ...,   0.   0.   0.]"
7862,10,"[ 22.  14.   8. ...,   0.   0.   0.]"
7863,5,"[ 22.   6.   8. ...,   0.   0.   0.]"
7864,9,"[ 28.  12.   8. ...,   0.   0.   0.]"
7865,1,"[ 77.  46.  25. ...,   0.   0.   1.]"
7866,8,"[ 65.  52.  54. ...,   0.   0.   0.]"
7867,7,"[ 9.  5.  5. ...,  0.  0.  0.]"
7868,8,"[ 48.  14.   9. ...,   0.   0.   0.]"
7869,3,"[ 27.   9.   9. ...,   0.   0.   0.]"
7870,2,"[ 36.  17.  10. ...,   0.   0.   0.]"
7871,6,"[ 2.  3.  2. ...,  0.  0.  0.]"
7872,3,"[ 27.   8.  11. ...,   0.   0.   0.]"
7873,5,"[ 31.   4.   9. ...,   0.   0.   0.]"
7874,6,"[ 22.  21.  14. ...,   0.   0.   0.]"
7875,4,"[ 30.   6.   6. ...,   0.   0.   0.]"
7876,5,"[ 24.  17.   7. ...,   0.   0.   0.]"
7877,6,"[ 2.  2.  2. ...,  0.  0.  0.]"
7878,4,"[ 42.  15.   9. ...,   0.   0.   0.]"
7879,3,"[ 6.  1.  4. ...,  0.  0.  0.]"
7880,3,"[ 10.   1.   4. ...,   0.   0.   0.]"
7881,6,"[ 26.  18.   9. ...,   0.   0.   0.]"
7882,1,"[ 9.  6.  8. ...,  0.  0.  0.]"
7883,8,"[ 43.  40.  22. ...,   0.   0.   0.]"
7884,5,"[ 7.  3.  4. ...,  0.  0.  0.]"
7885,3,"[ 44.  25.  14. ...,   0.   0.   0.]"
7886,2,"[ 12.   5.   5. ...,   0.   0.   0.]"
7887,2,"[ 20.   6.   7. ...,   0.   0.   0.]"
7888,3,"[ 26.   4.   9. ...,   0.   0.   0.]"
7889,2,"[ 37.   9.  16. ...,   0.   0.   1.]"
7890,10,"[ 37.  16.  11. ...,   0.   0.   0.]"
7891,9,"[ 24.   8.  16. ...,   0.   0.   0.]"
7892,9,"[ 41.   6.  10. ...,   0.   0.   0.]"
7893,2,"[ 2.  5.  2. ...,  0.  0.  0.]"
7894,3,"[ 12.   3.   4. ...,   0.   0.   0.]"
7895,7,"[ 29.   2.   9. ...,   0.   0.   0.]"
7896,6,"[ 31.  13.  12. ...,   0.   0.   0.]"
7897,9,"[ 21.  17.  11. ...,   0.   0.   0.]"
7898,2,"[ 37.  16.   7. ...,   0.   0.   0.]"
7899,3,"[ 30.   7.   8. ...,   0.   0.   0.]"
7900,1,"[ 32.  19.  10. ...,   0.   0.   0.]"
7901,1,"[ 36.   3.   8. ...,   0.   0.   0.]"
7902,2,"[ 19.   7.   9. ...,   0.   0.   0.]"
7903,3,"[ 31.   6.   9. ...,   0.   0.   0.]"
7904,9,"[ 25.   1.   8. ...,   0.   0.   0.]"
7905,2,"[ 42.  12.  10. ...,   0.   0.   0.]"
7906,1,"[ 67.  32.  18. ...,   0.   0.   0.]"
7907,1,"[ 50.  15.  11. ...,   0.   0.   0.]"
7908,4,"[ 28.  12.   8. ...,   0.   0.   0.]"
7909,7,"[ 31.   5.   9. ...,   0.   0.   0.]"
7910,5,"[ 22.   6.   7. ...,   0.   0.   0.]"
7911,1,"[ 19.   6.   6. ...,   0.   0.   0.]"
7912,10,"[ 36.  22.  10. ...,   0.   0.   0.]"
7913,1,"[ 29.   9.  14. ...,   0.   0.   0.]"
7914,1,"[ 39.  13.  13. ...,   0.   0.   0.]"
7915,6,"[ 2.  3.  2. ...,  0.  0.  0.]"
7916,10,"[ 50.  21.  21. ...,   0.   0.   0.]"
7917,4,"[ 31.   9.  10. ...,   0.   0.   0.]"
7918,8,"[ 23.   9.   5. ...,   0.   0.   0.]"
7919,2,"[ 45.   8.  12. ...,   0.   0.   0.]"
7920,2,"[ 4.  1.  2. ...,  0.  0.  0.]"
7921,10,"[ 23.   5.   9. ...,   0.   0.   0.]"
7922,6,"[ 21.  13.  11. ...,   0.   0.   0.]"
7923,3,"[ 40.  11.   9. ...,   0.   0.   0.]"
7924,7,"[ 27.  11.   7. ...,   0.   0.   0.]"
7925,3,"[ 10.   3.   4. ...,   0.   0.   0.]"
7926,10,"[ 47.  28.  17. ...,   0.   0.   0.]"
7927,2,"[ 43.   4.   9. ...,   0.   0.   0.]"
7928,8,"[ 13.   7.   6. ...,   0.   0.   0.]"
7929,4,"[ 40.  14.  12. ...,   0.   0.   0.]"
7930,10,"[ 1.  0.  0. ...,  0.  0.  0.]"
7931,2,"[ 29.  15.  15. ...,   0.   0.   0.]"
7932,8,"[ 35.   6.   9. ...,   0.   0.   0.]"
7933,1,"[ 14.   5.   6. ...,   0.   0.   0.]"
7934,1,"[ 28.  12.  10. ...,   0.   0.   0.]"
7935,2,"[ 26.   8.   6. ...,   0.   0.   0.]"
7936,4,"[ 25.   3.   8. ...,   0.   0.   0.]"
7937,5,"[ 32.  14.   8. ...,   0.   0.   0.]"
7938,8,"[ 21.   9.   5. ...,   0.   0.   0.]"
7939,5,"[ 22.  14.   8. ...,   0.   0.   0.]"
7940,7,"[ 26.   7.   6. ...,   0.   0.   0.]"
7941,6,"[ 29.  19.  16. ...,   0.   0.   0.]"
7942,9,"[ 39.   8.   5. ...,   0.   0.   0.]"
7943,2,"[ 28.   1.   5. ...,   0.   0.   0.]"
7944,9,"[ 46.  33.  14. ...,   0.   0.   0.]"
7945,10,"[ 5.  4.  0. ...,  0.  0.  0.]"
7946,6,"[ 58.  42.  36. ...,   0.   0.   0.]"
7947,6,"[ 50.  44.  21. ...,   0.   0.   0.]"
7948,9,"[ 48.   4.   8. ...,   0.   0.   0.]"
7949,5,"[ 2.  2.  2. ...,  0.  0.  0.]"
7950,6,"[ 25.   1.  14. ...,   0.   0.   0.]"
7951,4,"[ 51.  10.  16. ...,   0.   0.   0.]"
7952,5,"[ 33.   6.   8. ...,   0.   0.   0.]"
7953,5,"[ 39.  11.   9. ...,   0.   0.   0.]"
7954,2,"[ 39.  12.  10. ...,   0.   0.   0.]"
7955,5,"[ 34.   5.   5. ...,   0.   0.   0.]"
7956,6,"[ 33.  14.  14. ...,   0.   0.   0.]"
7957,9,"[ 35.  10.   7. ...,   0.   0.   0.]"
7958,6,"[ 28.  14.  14. ...,   0.   0.   0.]"
7959,8,"[ 25.  14.  10. ...,   0.   0.   0.]"
7960,1,"[ 52.  15.  15. ...,   0.   0.   0.]"
7961,2,"[ 45.  19.  12. ...,   0.   0.   0.]"
7962,4,"[ 34.   8.  10. ...,   0.   0.   0.]"
7963,9,"[ 30.  17.  11. ...,   0.   0.   0.]"
7964,8,"[ 6.  0.  2. ...,  0.  0.  0.]"
7965,6,"[ 15.  14.  14. ...,   0.   0.   0.]"
7966,2,"[ 38.   8.   8. ...,   0.   0.   0.]"
7967,1,"[ 35.   8.   9. ...,   0.   0.   0.]"
7968,5,"[ 32.  17.  15. ...,   0.   0.   0.]"
7969,6,"[ 3.  2.  1. ...,  0.  0.  0.]"
7970,2,"[ 41.   9.  11. ...,   0.   0.   0.]"
7971,9,"[ 47.  12.  14. ...,   0.   0.   0.]"
7972,1,"[ 28.  17.  10. ...,   0.   0.   0.]"
7973,3,"[ 32.   7.  10. ...,   0.   0.   0.]"
7974,10,"[ 84.  23.  27. ...,   0.   0.   0.]"
7975,3,"[ 4.  4.  1. ...,  0.  0.  0.]"
7976,10,"[ 15.   9.   9. ...,   0.   0.   0.]"
7977,10,"[ 54.  16.  13. ...,   0.   0.   0.]"
7978,2,"[ 33.  15.  15. ...,   0.   0.   0.]"
7979,1,"[ 6.  2.  2. ...,  0.  0.  0.]"
7980,3,"[ 36.  15.   7. ...,   0.   0.   0.]"
7981,10,"[ 44.  20.  12. ...,   0.   0.   0.]"
7982,8,"[ 24.   5.   6. ...,   0.   0.   0.]"
7983,8,"[ 57.  30.   8. ...,   0.   0.   0.]"
7984,7,"[ 30.   9.  11. ...,   0.   0.   0.]"
7985,5,"[ 5.  0.  2. ...,  0.  0.  0.]"
7986,8,"[ 33.   6.  10. ...,   0.   0.   0.]"
7987,9,"[ 16.   6.   6. ...,   0.   0.   0.]"
7988,4,"[ 43.   8.   9. ...,   0.   0.   0.]"
7989,4,"[ 20.   6.   6. ...,   0.   0.   0.]"
7990,8,"[ 40.  17.  12. ...,   0.   0.   0.]"
7991,9,"[ 27.  15.   7. ...,   0.   0.   0.]"
7992,4,"[ 41.   7.  15. ...,   0.   0.   0.]"
7993,2,"[ 16.   6.   5. ...,   0.   0.   0.]"
7994,7,"[ 36.   6.   7. ...,   0.   0.   0.]"
7995,5,"[ 21.   5.   7. ...,   0.   0.   0.]"
7996,6,"[ 25.   7.  11. ...,   0.   0.   0.]"
7997,4,"[ 56.  12.  13. ...,   0.   0.   0.]"
7998,10,"[ 78.  35.   9. ...,   0.   0.   0.]"
7999,9,"[ 36.  12.  10. ...,   0.   0.   0.]"
8000,7,"[ 45.   4.  17. ...,   0.   0.   0.]"
8001,6,"[ 23.  24.  14. ...,   0.   0.   0.]"
8002,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
8003,10,"[ 55.  57.  21. ...,   0.   0.   0.]"
8004,10,"[ 34.  22.  13. ...,   0.   0.   0.]"
8005,10,"[ 41.  15.  11. ...,   0.   0.   0.]"
8006,8,"[ 48.  28.  13. ...,   0.   0.   0.]"
8007,2,"[ 0.  2.  0. ...,  0.  0.  0.]"
8008,9,"[ 30.  16.   9. ...,   0.   0.   0.]"
8009,6,"[ 2.  2.  1. ...,  0.  0.  0.]"
8010,10,"[ 2.  0.  0. ...,  0.  0.  0.]"
8011,9,"[ 39.   7.   9. ...,   0.   0.   0.]"
8012,9,"[ 43.   9.   6. ...,   0.   0.   0.]"
8013,4,"[ 42.   2.   7. ...,   0.   0.   0.]"
8014,7,"[ 16.   4.   7. ...,   0.   0.   0.]"
8015,10,"[ 53.  27.  28. ...,   0.   0.   0.]"
8016,2,"[ 31.   7.  12. ...,   0.   0.   0.]"
8017,10,"[ 5.  0.  1. ...,  0.  0.  0.]"
8018,3,"[ 19.  14.  14. ...,   0.   0.   0.]"
8019,2,"[ 59.  33.  26. ...,   0.   0.   0.]"
8020,10,"[ 63.  46.  30. ...,   0.   0.   0.]"
8021,10,"[ 4.  7.  2. ...,  0.  0.  0.]"
8022,5,"[ 40.  10.  12. ...,   0.   0.   0.]"
8023,5,"[ 17.  11.   8. ...,   0.   0.   0.]"
8024,10,"[ 102.   46.   23. ...,    0.    0.    0.]"
8025,6,"[ 27.  18.  14. ...,   0.   0.   0.]"
8026,4,"[ 33.   3.   6. ...,   0.   0.   0.]"
8027,2,"[ 25.   7.   3. ...,   0.   0.   0.]"
8028,3,"[ 22.   5.   7. ...,   0.   0.   0.]"
8029,1,"[ 27.  28.   8. ...,   0.   0.   0.]"
8030,8,"[ 24.   4.   5. ...,   0.   0.   0.]"
8031,1,"[ 7.  2.  3. ...,  0.  0.  0.]"
8032,6,"[ 15.  13.  12. ...,   0.   0.   0.]"
8033,10,"[ 3.  2.  1. ...,  0.  0.  0.]"
8034,1,"[ 33.  19.   9. ...,   0.   0.   0.]"
8035,9,"[ 8.  1.  3. ...,  0.  0.  0.]"
8036,7,"[ 40.   4.  10. ...,   0.   0.   0.]"
8037,2,"[ 38.  16.  14. ...,   0.   0.   0.]"
8038,8,"[ 36.  11.   8. ...,   0.   0.   0.]"
8039,5,"[ 38.  10.  10. ...,   0.   0.   0.]"
8040,9,"[ 34.  23.   7. ...,   0.   0.   0.]"
8041,6,"[ 32.  14.  13. ...,   0.   0.   0.]"
8042,10,"[ 4.  1.  0. ...,  0.  0.  0.]"
8043,3,"[ 3.  0.  2. ...,  0.  0.  0.]"
8044,8,"[ 35.   3.  11. ...,   0.   0.   0.]"
8045,6,"[ 3.  0.  3. ...,  0.  0.  0.]"
8046,6,"[ 13.  12.   8. ...,   0.   0.   0.]"
8047,7,"[ 29.  11.   9. ...,   0.   0.   0.]"
8048,9,"[ 28.   1.   8. ...,   0.   0.   0.]"
8049,2,"[ 19.   5.   3. ...,   0.   0.   0.]"
8050,6,"[ 23.  10.  13. ...,   0.   0.   0.]"
8051,4,"[ 58.  11.  21. ...,   0.   0.   0.]"
8052,7,"[ 28.   8.   8. ...,   0.   0.   0.]"
8053,3,"[ 37.  22.  14. ...,   0.   0.   0.]"
